"BatchId","CurrentPath","ArchiveTarget","TargetParentDirectory","CurrentPathExists","ArchiveTargetExists","LiveSourceRefCount","LiveSourceRefFiles","ReplacementRule","ZeroReferenceConfirmed","HumanNavigationRisk","ScriptsRefs","TestsRefs","OverwriteRisk","PostMoveValidationCommand"
"agent-board-plus-docs-04","docs/v7_243_product_image_active_authorization_package_skeleton_gate.md","docs/archive/phases/v7/v7_243_product_image_active_authorization_package_skeleton_gate.md","docs\archive\phases\v7","True","False","1","docs\v7_243_product_image_active_authorization_package_skeleton_gate.md","docs/v7_243_product_image_active_authorization_package_skeleton_gate.md -> docs/archive/phases/v7/v7_243_product_image_active_authorization_package_skeleton_gate.md","False","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v7_51e_read_only_bridge_adapter_schema_validation_report.md","docs/archive/phases/v7/v7_51e_read_only_bridge_adapter_schema_validation_report.md","docs\archive\phases\v7","True","False","0","","docs/v7_51e_read_only_bridge_adapter_schema_validation_report.md -> docs/archive/phases/v7/v7_51e_read_only_bridge_adapter_schema_validation_report.md","True","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v7_51e_read_only_bridge_adapter_schema_validation_result.yaml","docs/archive/phases/v7/v7_51e_read_only_bridge_adapter_schema_validation_result.yaml","docs\archive\phases\v7","True","False","0","","docs/v7_51e_read_only_bridge_adapter_schema_validation_result.yaml -> docs/archive/phases/v7/v7_51e_read_only_bridge_adapter_schema_validation_result.yaml","True","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v7_51f_read_only_bridge_adapter_security_gate_validation_report.md","docs/archive/phases/v7/v7_51f_read_only_bridge_adapter_security_gate_validation_report.md","docs\archive\phases\v7","True","False","0","","docs/v7_51f_read_only_bridge_adapter_security_gate_validation_report.md -> docs/archive/phases/v7/v7_51f_read_only_bridge_adapter_security_gate_validation_report.md","True","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v7_51f_read_only_bridge_adapter_security_gate_validation_result.yaml","docs/archive/phases/v7/v7_51f_read_only_bridge_adapter_security_gate_validation_result.yaml","docs\archive\phases\v7","True","False","0","","docs/v7_51f_read_only_bridge_adapter_security_gate_validation_result.yaml -> docs/archive/phases/v7/v7_51f_read_only_bridge_adapter_security_gate_validation_result.yaml","True","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v7_51g_read_only_bridge_adapter_fixture_regression_report.md","docs/archive/phases/v7/v7_51g_read_only_bridge_adapter_fixture_regression_report.md","docs\archive\phases\v7","True","False","0","","docs/v7_51g_read_only_bridge_adapter_fixture_regression_report.md -> docs/archive/phases/v7/v7_51g_read_only_bridge_adapter_fixture_regression_report.md","True","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v7_51g_read_only_bridge_adapter_fixture_regression_result.yaml","docs/archive/phases/v7/v7_51g_read_only_bridge_adapter_fixture_regression_result.yaml","docs\archive\phases\v7","True","False","0","","docs/v7_51g_read_only_bridge_adapter_fixture_regression_result.yaml -> docs/archive/phases/v7/v7_51g_read_only_bridge_adapter_fixture_regression_result.yaml","True","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v8_003a_A4_8_safe_project_operator_rail_package.md","docs/archive/phases/v8/v8_003a_A4_8_safe_project_operator_rail_package.md","docs\archive\phases\v8","True","False","1","docs\v8_003a_A4_8_safe_project_operator_rail_package.md","docs/v8_003a_A4_8_safe_project_operator_rail_package.md -> docs/archive/phases/v8/v8_003a_A4_8_safe_project_operator_rail_package.md","False","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v8_024_second_product_prompt_v2_static_review_gate.md","docs/archive/phases/v8/v8_024_second_product_prompt_v2_static_review_gate.md","docs\archive\phases\v8","True","False","1","docs\prompt_artifact_schema_inventory.md","docs/v8_024_second_product_prompt_v2_static_review_gate.md -> docs/archive/phases/v8/v8_024_second_product_prompt_v2_static_review_gate.md","False","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"agent-board-plus-docs-04","docs/v8_032_second_product_post_persistence_fix_generation_authorization_gate.md","docs/archive/phases/v8/v8_032_second_product_post_persistence_fix_generation_authorization_gate.md","docs\archive\phases\v8","True","False","1","docs\prompt_artifact_schema_inventory.md","docs/v8_032_second_product_post_persistence_fix_generation_authorization_gate.md -> docs/archive/phases/v8/v8_032_second_product_post_persistence_fix_generation_authorization_gate.md","False","False","","","False","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
