"Number","CurrentPath","ArchiveTarget","TargetParentDirectory","TargetParentExists","CurrentPathExists","ArchiveTargetExists","RiskBucket","SourceRefFileCount","SourceRefFiles","ReplacementRule","RewriteHitCount","AgentBoardStaleRisk","AgentBoardSourceFiles","HumanNavigationRisk","HumanNavigationSourceFiles","DocsSourceFiles","ScriptsRefs","TestsRefs","OverwriteRisk","Blockers","CandidateAction","PostMoveValidationCommand"
"563","docs/v13_006_visual_production_loop_foundation_closeout_or_next_route_decision_gate.md","docs/archive/phases/v13/v13_006_visual_production_loop_foundation_closeout_or_next_route_decision_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_006_visual_production_loop_foundation_closeout_or_next_route_decision_gate.md -> docs/archive/phases/v13/v13_006_visual_production_loop_foundation_closeout_or_next_route_decision_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"564","docs/v13_007_next_product_visual_production_trial_planning_gate.md","docs/archive/phases/v13/v13_007_next_product_visual_production_trial_planning_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_007_next_product_visual_production_trial_planning_gate.md -> docs/archive/phases/v13/v13_007_next_product_visual_production_trial_planning_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"565","docs/v13_008_premium_portable_led_camping_lantern_prompt_package_draft_gate.md","docs/archive/phases/v13/v13_008_premium_portable_led_camping_lantern_prompt_package_draft_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_008_premium_portable_led_camping_lantern_prompt_package_draft_gate.md -> docs/archive/phases/v13/v13_008_premium_portable_led_camping_lantern_prompt_package_draft_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"566","docs/v13_009_premium_portable_led_camping_lantern_prompt_package_static_review_gate.md","docs/archive/phases/v13/v13_009_premium_portable_led_camping_lantern_prompt_package_static_review_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_009_premium_portable_led_camping_lantern_prompt_package_static_review_gate.md -> docs/archive/phases/v13/v13_009_premium_portable_led_camping_lantern_prompt_package_static_review_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"567","docs/v13_010_premium_portable_led_camping_lantern_A5_authorization_decision_gate.md","docs/archive/phases/v13/v13_010_premium_portable_led_camping_lantern_A5_authorization_decision_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_010_premium_portable_led_camping_lantern_A5_authorization_decision_gate.md -> docs/archive/phases/v13/v13_010_premium_portable_led_camping_lantern_A5_authorization_decision_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"568","docs/v13_011_camping_lantern_minimal_generation_authorization_draft_gate.md","docs/archive/phases/v13/v13_011_camping_lantern_minimal_generation_authorization_draft_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_011_camping_lantern_minimal_generation_authorization_draft_gate.md -> docs/archive/phases/v13/v13_011_camping_lantern_minimal_generation_authorization_draft_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"569","docs/v13_012_camping_lantern_A5_pre_execution_package_gate.md","docs/archive/phases/v13/v13_012_camping_lantern_A5_pre_execution_package_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_012_camping_lantern_A5_pre_execution_package_gate.md -> docs/archive/phases/v13/v13_012_camping_lantern_A5_pre_execution_package_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"570","docs/v13_012_camping_lantern_minimal_generation_execution_confirmation_gate.md","docs/archive/phases/v13/v13_012_camping_lantern_minimal_generation_execution_confirmation_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_012_camping_lantern_minimal_generation_execution_confirmation_gate.md -> docs/archive/phases/v13/v13_012_camping_lantern_minimal_generation_execution_confirmation_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"571","docs/v13_014_camping_lantern_post_generation_review_and_route_decision_gate.md","docs/archive/phases/v13/v13_014_camping_lantern_post_generation_review_and_route_decision_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_014_camping_lantern_post_generation_review_and_route_decision_gate.md -> docs/archive/phases/v13/v13_014_camping_lantern_post_generation_review_and_route_decision_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"572","docs/v13_015_camping_lantern_delivery_readiness_planning_gate.md","docs/archive/phases/v13/v13_015_camping_lantern_delivery_readiness_planning_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_015_camping_lantern_delivery_readiness_planning_gate.md -> docs/archive/phases/v13/v13_015_camping_lantern_delivery_readiness_planning_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"573","docs/v13_016_camping_lantern_delivery_readiness_review_and_lane_closeout_gate.md","docs/archive/phases/v13/v13_016_camping_lantern_delivery_readiness_review_and_lane_closeout_gate.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_016_camping_lantern_delivery_readiness_review_and_lane_closeout_gate.md -> docs/archive/phases/v13/v13_016_camping_lantern_delivery_readiness_review_and_lane_closeout_gate.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"574","docs/v13_visual_production_loop_foundation_closeout.md","docs/archive/phases/v13/v13_visual_production_loop_foundation_closeout.md","docs\archive\phases\v13","False","True","False","agent_board_only","1",".agent_board/CHECKPOINT.md","docs/v13_visual_production_loop_foundation_closeout.md -> docs/archive/phases/v13/v13_visual_production_loop_foundation_closeout.md","1","True",".agent_board/CHECKPOINT.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"575","docs/v14_001_route_selection_gate.md","docs/archive/phases/v14/v14_001_route_selection_gate.md","docs\archive\phases\v14","False","True","False","agent_board_only","2",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md","docs/v14_001_route_selection_gate.md -> docs/archive/phases/v14/v14_001_route_selection_gate.md","2","True",".agent_board/CHECKPOINT.md; .agent_board/VALIDATION_LOG.md","False","","","","","False","","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"576","docs/v14_002_review_console_productization_planning_gate.md","docs/archive/phases/v14/v14_002_review_console_productization_planning_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_002_review_console_productization_planning_gate.md -> docs/archive/phases/v14/v14_002_review_console_productization_planning_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"577","docs/v14_003_review_console_information_architecture_gate.md","docs/archive/phases/v14/v14_003_review_console_information_architecture_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_003_review_console_information_architecture_gate.md -> docs/archive/phases/v14/v14_003_review_console_information_architecture_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"578","docs/v14_004_review_console_wireframe_and_data_contract_gate.md","docs/archive/phases/v14/v14_004_review_console_wireframe_and_data_contract_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_004_review_console_wireframe_and_data_contract_gate.md -> docs/archive/phases/v14/v14_004_review_console_wireframe_and_data_contract_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"579","docs/v14_005_review_console_static_review_and_route_closeout_gate.md","docs/archive/phases/v14/v14_005_review_console_static_review_and_route_closeout_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_005_review_console_static_review_and_route_closeout_gate.md -> docs/archive/phases/v14/v14_005_review_console_static_review_and_route_closeout_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"580","docs/v14_006_review_console_UI_implementation_authorization_planning_gate.md","docs/archive/phases/v14/v14_006_review_console_UI_implementation_authorization_planning_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","11",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/review_console_UI_implementation_authorization_plan_v14.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_006_review_console_UI_implementation_authorization_planning_gate.md -> docs/archive/phases/v14/v14_006_review_console_UI_implementation_authorization_planning_gate.md","16","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md; docs/review_console_UI_implementation_authorization_plan_v14.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"581","docs/v14_007_review_console_docs_rendered_prototype_gate.md","docs/archive/phases/v14/v14_007_review_console_docs_rendered_prototype_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","11",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/review_console_rendered_console_v14.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_007_review_console_docs_rendered_prototype_gate.md -> docs/archive/phases/v14/v14_007_review_console_docs_rendered_prototype_gate.md","16","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md; docs/review_console_rendered_console_v14.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"582","docs/v14_008_review_console_docs_rendered_prototype_static_review_and_closeout_gate.md","docs/archive/phases/v14/v14_008_review_console_docs_rendered_prototype_static_review_and_closeout_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_008_review_console_docs_rendered_prototype_static_review_and_closeout_gate.md -> docs/archive/phases/v14/v14_008_review_console_docs_rendered_prototype_static_review_and_closeout_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"583","docs/v14_009_review_console_static_HTML_prototype_authorization_planning_gate.md","docs/archive/phases/v14/v14_009_review_console_static_HTML_prototype_authorization_planning_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_009_review_console_static_HTML_prototype_authorization_planning_gate.md -> docs/archive/phases/v14/v14_009_review_console_static_HTML_prototype_authorization_planning_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"584","docs/v14_010_review_console_static_HTML_prototype_creation_authorization_gate.md","docs/archive/phases/v14/v14_010_review_console_static_HTML_prototype_creation_authorization_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_010_review_console_static_HTML_prototype_creation_authorization_gate.md -> docs/archive/phases/v14/v14_010_review_console_static_HTML_prototype_creation_authorization_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"585","docs/v14_016_review_console_static_prototype_next_route_decision_gate.md","docs/archive/phases/v14/v14_016_review_console_static_prototype_next_route_decision_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_016_review_console_static_prototype_next_route_decision_gate.md -> docs/archive/phases/v14/v14_016_review_console_static_prototype_next_route_decision_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"586","docs/v14_017_review_console_static_prototype_human_route_selection.md","docs/archive/phases/v14/v14_017_review_console_static_prototype_human_route_selection.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_017_review_console_static_prototype_human_route_selection.md -> docs/archive/phases/v14/v14_017_review_console_static_prototype_human_route_selection.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"587","docs/v14_018_post_archive_project_route_selection_gate.md","docs/archive/phases/v14/v14_018_post_archive_project_route_selection_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_018_post_archive_project_route_selection_gate.md -> docs/archive/phases/v14/v14_018_post_archive_project_route_selection_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"588","docs/v14_019_product_route_planning_selection_gate.md","docs/archive/phases/v14/v14_019_product_route_planning_selection_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_019_product_route_planning_selection_gate.md -> docs/archive/phases/v14/v14_019_product_route_planning_selection_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
