"Number","CurrentPath","ArchiveTarget","TargetParentDirectory","TargetParentExists","CurrentPathExists","ArchiveTargetExists","RiskBucket","SourceRefFileCount","SourceRefFiles","ReplacementRule","RewriteHitCount","AgentBoardStaleRisk","AgentBoardSourceFiles","HumanNavigationRisk","HumanNavigationSourceFiles","DocsSourceFiles","ScriptsRefs","TestsRefs","OverwriteRisk","Blockers","CandidateAction","PostMoveValidationCommand"
"586","docs/v14_017_review_console_static_prototype_human_route_selection.md","docs/archive/phases/v14/v14_017_review_console_static_prototype_human_route_selection.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_017_review_console_static_prototype_human_route_selection.md -> docs/archive/phases/v14/v14_017_review_console_static_prototype_human_route_selection.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"587","docs/v14_018_post_archive_project_route_selection_gate.md","docs/archive/phases/v14/v14_018_post_archive_project_route_selection_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_018_post_archive_project_route_selection_gate.md -> docs/archive/phases/v14/v14_018_post_archive_project_route_selection_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"588","docs/v14_019_product_route_planning_selection_gate.md","docs/archive/phases/v14/v14_019_product_route_planning_selection_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_019_product_route_planning_selection_gate.md -> docs/archive/phases/v14/v14_019_product_route_planning_selection_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"589","docs/v14_020_visual_eval_and_failure_taxonomy_planning_gate.md","docs/archive/phases/v14/v14_020_visual_eval_and_failure_taxonomy_planning_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_020_visual_eval_and_failure_taxonomy_planning_gate.md -> docs/archive/phases/v14/v14_020_visual_eval_and_failure_taxonomy_planning_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"590","docs/v14_021_visual_eval_rubric_fields_planning_gate.md","docs/archive/phases/v14/v14_021_visual_eval_rubric_fields_planning_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","11",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v14_021b_rubric_phase_chain_reconciliation_closeout.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_021_visual_eval_rubric_fields_planning_gate.md -> docs/archive/phases/v14/v14_021_visual_eval_rubric_fields_planning_gate.md","16","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md; docs/v14_021b_rubric_phase_chain_reconciliation_closeout.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"592","docs/v14_021b_rubric_phase_chain_reconciliation_closeout.md","docs/archive/phases/v14/v14_021b_rubric_phase_chain_reconciliation_closeout.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_021b_rubric_phase_chain_reconciliation_closeout.md -> docs/archive/phases/v14/v14_021b_rubric_phase_chain_reconciliation_closeout.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"593","docs/v14_022_visual_eval_decision_policy_planning_gate.md","docs/archive/phases/v14/v14_022_visual_eval_decision_policy_planning_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_022_visual_eval_decision_policy_planning_gate.md -> docs/archive/phases/v14/v14_022_visual_eval_decision_policy_planning_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"594","docs/v14_023_visual_eval_failure_tag_mapping_planning_gate.md","docs/archive/phases/v14/v14_023_visual_eval_failure_tag_mapping_planning_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_023_visual_eval_failure_tag_mapping_planning_gate.md -> docs/archive/phases/v14/v14_023_visual_eval_failure_tag_mapping_planning_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"595","docs/v14_024_visual_eval_minimal_seed_set_planning_gate.md","docs/archive/phases/v14/v14_024_visual_eval_minimal_seed_set_planning_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_024_visual_eval_minimal_seed_set_planning_gate.md -> docs/archive/phases/v14/v14_024_visual_eval_minimal_seed_set_planning_gate.md","15","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; .agent_board/VALIDATION_LOG.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
"596","docs/v14_035_visual_eval_seed_registry_static_review_gate.md","docs/archive/phases/v14/v14_035_visual_eval_seed_registry_static_review_gate.md","docs\archive\phases\v14","False","True","False","human_navigation","10",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md; docs/00_project_roadmap.md; docs/archive/DOCS_ARCHIVE_C1C_REMAINING_DOCS_CLASSIFICATION_DRY_RUN.md; docs/archive/DOCS_ARCHIVE_C1E_REMAINING_DOCS_RECLASSIFICATION_REFRESH.md; docs/v14_036_visual_eval_seed_registry_closeout_or_expansion_route_gate.md; PROJECT_MASTER_PLAN.md; README.md","docs/v14_035_visual_eval_seed_registry_static_review_gate.md -> docs/archive/phases/v14/v14_035_visual_eval_seed_registry_static_review_gate.md","14","True",".agent_board/CHECKPOINT.md; .agent_board/HANDOFF.md; .agent_board/RUN_STATE.md; .agent_board/TASK_QUEUE.md","True","PROJECT_MASTER_PLAN.md; README.md","docs/00_project_roadmap.md; docs/v14_036_visual_eval_seed_registry_closeout_or_expansion_route_gate.md","","","False","human_navigation_review_required","paired_move_plus_exact_rewrite_dry_run_only","git diff --check; node scripts/validate_agent_board_state.js; powershell -ExecutionPolicy Bypass -File scripts/validate_mvp.ps1; powershell -ExecutionPolicy Bypass -File scripts/validate-agent-image-lab-local.ps1"
