"Number","CurrentPath","ArchiveTarget","SourceFile","SourceScope","HitCount","Bucket","ArchiveTargetExists","CurrentPathExists","ExecutionSafeNow","BlockReason"
"565","docs/v13_008_premium_portable_led_camping_lantern_prompt_package_draft_gate.md","docs/archive/phases/v13/v13_008_premium_portable_led_camping_lantern_prompt_package_draft_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"566","docs/v13_009_premium_portable_led_camping_lantern_prompt_package_static_review_gate.md","docs/archive/phases/v13/v13_009_premium_portable_led_camping_lantern_prompt_package_static_review_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"567","docs/v13_010_premium_portable_led_camping_lantern_A5_authorization_decision_gate.md","docs/archive/phases/v13/v13_010_premium_portable_led_camping_lantern_A5_authorization_decision_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"568","docs/v13_011_camping_lantern_minimal_generation_authorization_draft_gate.md","docs/archive/phases/v13/v13_011_camping_lantern_minimal_generation_authorization_draft_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"569","docs/v13_012_camping_lantern_A5_pre_execution_package_gate.md","docs/archive/phases/v13/v13_012_camping_lantern_A5_pre_execution_package_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"570","docs/v13_012_camping_lantern_minimal_generation_execution_confirmation_gate.md","docs/archive/phases/v13/v13_012_camping_lantern_minimal_generation_execution_confirmation_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"571","docs/v13_014_camping_lantern_post_generation_review_and_route_decision_gate.md","docs/archive/phases/v13/v13_014_camping_lantern_post_generation_review_and_route_decision_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"572","docs/v13_015_camping_lantern_delivery_readiness_planning_gate.md","docs/archive/phases/v13/v13_015_camping_lantern_delivery_readiness_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"573","docs/v13_016_camping_lantern_delivery_readiness_review_and_lane_closeout_gate.md","docs/archive/phases/v13/v13_016_camping_lantern_delivery_readiness_review_and_lane_closeout_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"574","docs/v13_visual_production_loop_foundation_closeout.md","docs/archive/phases/v13/v13_visual_production_loop_foundation_closeout.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"575","docs/v14_001_route_selection_gate.md","docs/archive/phases/v14/v14_001_route_selection_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"576","docs/v14_002_review_console_productization_planning_gate.md","docs/archive/phases/v14/v14_002_review_console_productization_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"577","docs/v14_003_review_console_information_architecture_gate.md","docs/archive/phases/v14/v14_003_review_console_information_architecture_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"578","docs/v14_004_review_console_wireframe_and_data_contract_gate.md","docs/archive/phases/v14/v14_004_review_console_wireframe_and_data_contract_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"579","docs/v14_005_review_console_static_review_and_route_closeout_gate.md","docs/archive/phases/v14/v14_005_review_console_static_review_and_route_closeout_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"580","docs/v14_006_review_console_UI_implementation_authorization_planning_gate.md","docs/archive/phases/v14/v14_006_review_console_UI_implementation_authorization_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"581","docs/v14_007_review_console_docs_rendered_prototype_gate.md","docs/archive/phases/v14/v14_007_review_console_docs_rendered_prototype_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"582","docs/v14_008_review_console_docs_rendered_prototype_static_review_and_closeout_gate.md","docs/archive/phases/v14/v14_008_review_console_docs_rendered_prototype_static_review_and_closeout_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"583","docs/v14_009_review_console_static_HTML_prototype_authorization_planning_gate.md","docs/archive/phases/v14/v14_009_review_console_static_HTML_prototype_authorization_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"584","docs/v14_010_review_console_static_HTML_prototype_creation_authorization_gate.md","docs/archive/phases/v14/v14_010_review_console_static_HTML_prototype_creation_authorization_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"585","docs/v14_016_review_console_static_prototype_next_route_decision_gate.md","docs/archive/phases/v14/v14_016_review_console_static_prototype_next_route_decision_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"586","docs/v14_017_review_console_static_prototype_human_route_selection.md","docs/archive/phases/v14/v14_017_review_console_static_prototype_human_route_selection.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"587","docs/v14_018_post_archive_project_route_selection_gate.md","docs/archive/phases/v14/v14_018_post_archive_project_route_selection_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"588","docs/v14_019_product_route_planning_selection_gate.md","docs/archive/phases/v14/v14_019_product_route_planning_selection_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"589","docs/v14_020_visual_eval_and_failure_taxonomy_planning_gate.md","docs/archive/phases/v14/v14_020_visual_eval_and_failure_taxonomy_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"590","docs/v14_021_visual_eval_rubric_fields_planning_gate.md","docs/archive/phases/v14/v14_021_visual_eval_rubric_fields_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"592","docs/v14_021b_rubric_phase_chain_reconciliation_closeout.md","docs/archive/phases/v14/v14_021b_rubric_phase_chain_reconciliation_closeout.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"593","docs/v14_022_visual_eval_decision_policy_planning_gate.md","docs/archive/phases/v14/v14_022_visual_eval_decision_policy_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"594","docs/v14_023_visual_eval_failure_tag_mapping_planning_gate.md","docs/archive/phases/v14/v14_023_visual_eval_failure_tag_mapping_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"595","docs/v14_024_visual_eval_minimal_seed_set_planning_gate.md","docs/archive/phases/v14/v14_024_visual_eval_minimal_seed_set_planning_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"596","docs/v14_035_visual_eval_seed_registry_static_review_gate.md","docs/archive/phases/v14/v14_035_visual_eval_seed_registry_static_review_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"597","docs/v14_036_visual_eval_seed_registry_closeout_or_expansion_route_gate.md","docs/archive/phases/v14/v14_036_visual_eval_seed_registry_closeout_or_expansion_route_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","human_navigation_review","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"598","docs/v14_084_pvos_lantern_v2_hero_second_review_record.md","docs/archive/phases/v14/v14_084_pvos_lantern_v2_hero_second_review_record.md",".agent_board/CHECKPOINT.md","agent_board","2","agent_board_mixed","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"599","docs/v7_119_corrected_fixture_dry_run_execution_closeout.yaml","docs/archive/phases/v7/v7_119_corrected_fixture_dry_run_execution_closeout.yaml",".agent_board/CHECKPOINT.md","agent_board","4","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"600","docs/v7_123_closeout_integrity_correction_implementation_gate.md","docs/archive/phases/v7/v7_123_closeout_integrity_correction_implementation_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"601","docs/v7_125_selected_docs_rescan_authorization_gate.md","docs/archive/phases/v7/v7_125_selected_docs_rescan_authorization_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"602","docs/v7_126_selected_docs_rescan_execution_closeout.md","docs/archive/phases/v7/v7_126_selected_docs_rescan_execution_closeout.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"603","docs/v7_127_controlled_long_task_chain_authorization_gate.md","docs/archive/phases/v7/v7_127_controlled_long_task_chain_authorization_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"604","docs/v7_145_batch_002_correction_implementation_gate.md","docs/archive/phases/v7/v7_145_batch_002_correction_implementation_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"605","docs/v7_147_batch_002_rescan_authorization_gate.md","docs/archive/phases/v7/v7_147_batch_002_rescan_authorization_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"606","docs/v7_148_batch_002_rescan_execution_closeout.yaml","docs/archive/phases/v7/v7_148_batch_002_rescan_execution_closeout.yaml",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"607","docs/v7_153_batch_003_exact_finding_recovery.md","docs/archive/phases/v7/v7_153_batch_003_exact_finding_recovery.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"608","docs/v7_156_batch_003_rescan_authorization_gate.md","docs/archive/phases/v7/v7_156_batch_003_rescan_authorization_gate.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"609","docs/v7_157_batch_003_rescan_execution_closeout.yaml","docs/archive/phases/v7/v7_157_batch_003_rescan_execution_closeout.yaml",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_only","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"610","docs/v7_169_agent_board_and_validator_patch_gate_closeout.md","docs/archive/phases/v7/v7_169_agent_board_and_validator_patch_gate_closeout.md",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"611","docs/v7_169_agent_board_and_validator_patch_gate_closeout.yaml","docs/archive/phases/v7/v7_169_agent_board_and_validator_patch_gate_closeout.yaml",".agent_board/CHECKPOINT.md","agent_board","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
