"Number","CurrentPath","ArchiveTarget","SourceFile","SourceScope","HitCount","Bucket","ArchiveTargetExists","CurrentPathExists","ExecutionSafeNow","BlockReason"
"670","docs/v8_024_second_product_prompt_v2_static_review_gate.md","docs/archive/phases/v8/v8_024_second_product_prompt_v2_static_review_gate.md","docs/prompt_artifact_schema_inventory.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"677","docs/v8_032_second_product_post_persistence_fix_generation_authorization_gate.md","docs/archive/phases/v8/v8_032_second_product_post_persistence_fix_generation_authorization_gate.md","docs/prompt_artifact_schema_inventory.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"532","docs/v11_002_prompt_schema_hardening_route_activation_gate.md","docs/archive/phases/v11/v11_002_prompt_schema_hardening_route_activation_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"533","docs/v11_003_existing_prompt_artifact_schema_inventory_gate.md","docs/archive/phases/v11/v11_003_existing_prompt_artifact_schema_inventory_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"534","docs/v11_004_prompt_package_schema_draft_gate.md","docs/archive/phases/v11/v11_004_prompt_package_schema_draft_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"535","docs/v11_005_prompt_package_schema_static_review_gate.md","docs/archive/phases/v11/v11_005_prompt_package_schema_static_review_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"536","docs/v11_006_product_brief_schema_draft_gate.md","docs/archive/phases/v11/v11_006_product_brief_schema_draft_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"537","docs/v11_007_product_brief_schema_static_review_gate.md","docs/archive/phases/v11/v11_007_product_brief_schema_static_review_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"538","docs/v11_008_static_review_schema_draft_gate.md","docs/archive/phases/v11/v11_008_static_review_schema_draft_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"539","docs/v11_009_static_review_schema_static_review_gate.md","docs/archive/phases/v11/v11_009_static_review_schema_static_review_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"540","docs/v11_010_A5_authorization_schema_draft_gate.md","docs/archive/phases/v11/v11_010_A5_authorization_schema_draft_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"541","docs/v11_011_A5_authorization_schema_static_review_gate.md","docs/archive/phases/v11/v11_011_A5_authorization_schema_static_review_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"542","docs/v11_012_human_review_schema_draft_gate.md","docs/archive/phases/v11/v11_012_human_review_schema_draft_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"543","docs/v11_013_human_review_schema_static_review_gate.md","docs/archive/phases/v11/v11_013_human_review_schema_static_review_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"544","docs/v11_014_accepted_candidate_evidence_package_schema_draft_gate.md","docs/archive/phases/v11/v11_014_accepted_candidate_evidence_package_schema_draft_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"545","docs/v11_015_accepted_candidate_evidence_package_schema_static_review_gate.md","docs/archive/phases/v11/v11_015_accepted_candidate_evidence_package_schema_static_review_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"546","docs/v11_016_prompt_schema_hardening_validation_strategy_gate.md","docs/archive/phases/v11/v11_016_prompt_schema_hardening_validation_strategy_gate.md","docs/prompt_schema_hardening_route_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"522","docs/v10_012_human_review_of_third_product_first_real_output.md","docs/archive/phases/v10/v10_012_human_review_of_third_product_first_real_output.md","docs/v10_014_third_product_accepted_candidate_evidence_package_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"523","docs/v10_013_third_product_prompt_revision_or_candidate_evidence_decision_gate.md","docs/archive/phases/v10/v10_013_third_product_prompt_revision_or_candidate_evidence_decision_gate.md","docs/v10_014_third_product_accepted_candidate_evidence_package_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"522","docs/v10_012_human_review_of_third_product_first_real_output.md","docs/archive/phases/v10/v10_012_human_review_of_third_product_first_real_output.md","docs/v10_017_third_product_route_closeout_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"530","docs/v10_third_product_route_closeout_premium_serum_bottle.md","docs/archive/phases/v10/v10_third_product_route_closeout_premium_serum_bottle.md","docs/v10_017_third_product_route_closeout_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"522","docs/v10_012_human_review_of_third_product_first_real_output.md","docs/archive/phases/v10/v10_012_human_review_of_third_product_first_real_output.md","docs/v10_product_loop_final_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"527","docs/v10_018_v10_final_closeout.md","docs/archive/phases/v10/v10_018_v10_final_closeout.md","docs/v10_product_loop_final_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"530","docs/v10_third_product_route_closeout_premium_serum_bottle.md","docs/archive/phases/v10/v10_third_product_route_closeout_premium_serum_bottle.md","docs/v10_product_loop_final_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"522","docs/v10_012_human_review_of_third_product_first_real_output.md","docs/archive/phases/v10/v10_012_human_review_of_third_product_first_real_output.md","docs/v10_third_product_route_closeout_premium_serum_bottle.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"523","docs/v10_013_third_product_prompt_revision_or_candidate_evidence_decision_gate.md","docs/archive/phases/v10/v10_013_third_product_prompt_revision_or_candidate_evidence_decision_gate.md","docs/v10_third_product_route_closeout_premium_serum_bottle.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"524","docs/v10_014_third_product_accepted_candidate_evidence_package_gate.md","docs/archive/phases/v10/v10_014_third_product_accepted_candidate_evidence_package_gate.md","docs/v10_third_product_route_closeout_premium_serum_bottle.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"525","docs/v10_015_third_product_route_closeout_or_revision_decision_gate.md","docs/archive/phases/v10/v10_015_third_product_route_closeout_or_revision_decision_gate.md","docs/v10_third_product_route_closeout_premium_serum_bottle.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"533","docs/v11_003_existing_prompt_artifact_schema_inventory_gate.md","docs/archive/phases/v11/v11_003_existing_prompt_artifact_schema_inventory_gate.md","docs/v11_003_existing_prompt_artifact_schema_inventory_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"534","docs/v11_004_prompt_package_schema_draft_gate.md","docs/archive/phases/v11/v11_004_prompt_package_schema_draft_gate.md","docs/v11_004_prompt_package_schema_draft_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"535","docs/v11_005_prompt_package_schema_static_review_gate.md","docs/archive/phases/v11/v11_005_prompt_package_schema_static_review_gate.md","docs/v11_005_prompt_package_schema_static_review_gate.md","non_archive_docs","2","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"536","docs/v11_006_product_brief_schema_draft_gate.md","docs/archive/phases/v11/v11_006_product_brief_schema_draft_gate.md","docs/v11_006_product_brief_schema_draft_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"537","docs/v11_007_product_brief_schema_static_review_gate.md","docs/archive/phases/v11/v11_007_product_brief_schema_static_review_gate.md","docs/v11_007_product_brief_schema_static_review_gate.md","non_archive_docs","2","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"538","docs/v11_008_static_review_schema_draft_gate.md","docs/archive/phases/v11/v11_008_static_review_schema_draft_gate.md","docs/v11_008_static_review_schema_draft_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"539","docs/v11_009_static_review_schema_static_review_gate.md","docs/archive/phases/v11/v11_009_static_review_schema_static_review_gate.md","docs/v11_009_static_review_schema_static_review_gate.md","non_archive_docs","2","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"540","docs/v11_010_A5_authorization_schema_draft_gate.md","docs/archive/phases/v11/v11_010_A5_authorization_schema_draft_gate.md","docs/v11_010_A5_authorization_schema_draft_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"541","docs/v11_011_A5_authorization_schema_static_review_gate.md","docs/archive/phases/v11/v11_011_A5_authorization_schema_static_review_gate.md","docs/v11_011_A5_authorization_schema_static_review_gate.md","non_archive_docs","2","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"542","docs/v11_012_human_review_schema_draft_gate.md","docs/archive/phases/v11/v11_012_human_review_schema_draft_gate.md","docs/v11_012_human_review_schema_draft_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"543","docs/v11_013_human_review_schema_static_review_gate.md","docs/archive/phases/v11/v11_013_human_review_schema_static_review_gate.md","docs/v11_013_human_review_schema_static_review_gate.md","non_archive_docs","2","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"544","docs/v11_014_accepted_candidate_evidence_package_schema_draft_gate.md","docs/archive/phases/v11/v11_014_accepted_candidate_evidence_package_schema_draft_gate.md","docs/v11_014_accepted_candidate_evidence_package_schema_draft_gate.md","non_archive_docs","2","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"545","docs/v11_015_accepted_candidate_evidence_package_schema_static_review_gate.md","docs/archive/phases/v11/v11_015_accepted_candidate_evidence_package_schema_static_review_gate.md","docs/v11_015_accepted_candidate_evidence_package_schema_static_review_gate.md","non_archive_docs","2","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"546","docs/v11_016_prompt_schema_hardening_validation_strategy_gate.md","docs/archive/phases/v11/v11_016_prompt_schema_hardening_validation_strategy_gate.md","docs/v11_016_prompt_schema_hardening_validation_strategy_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"547","docs/v11_017_prompt_schema_hardening_route_closeout_gate.md","docs/archive/phases/v11/v11_017_prompt_schema_hardening_route_closeout_gate.md","docs/v11_017_prompt_schema_hardening_route_closeout_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"548","docs/v11_018_post_remote_sync_state_reconciliation_gate.md","docs/archive/phases/v11/v11_018_post_remote_sync_state_reconciliation_gate.md","docs/v11_018_post_remote_sync_state_reconciliation_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"549","docs/v12_001_route_selection_gate.md","docs/archive/phases/v12/v12_001_route_selection_gate.md","docs/v12_001_route_selection_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"550","docs/v12_002_prompt_schema_machine_validator_implementation_planning_gate.md","docs/archive/phases/v12/v12_002_prompt_schema_machine_validator_implementation_planning_gate.md","docs/v12_002_prompt_schema_machine_validator_implementation_planning_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"551","docs/v12_003_prompt_schema_validator_rule_specification_gate.md","docs/archive/phases/v12/v12_003_prompt_schema_validator_rule_specification_gate.md","docs/v12_003_prompt_schema_validator_rule_specification_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"552","docs/v12_004_prompt_schema_validator_fixture_planning_closeout_or_implementation_decision_gate.md","docs/archive/phases/v12/v12_004_prompt_schema_validator_fixture_planning_closeout_or_implementation_decision_gate.md","docs/v12_004_prompt_schema_validator_fixture_planning_closeout_or_implementation_decision_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"554","docs/v12_006_prompt_schema_minimal_validator_implementation_gate.md","docs/archive/phases/v12/v12_006_prompt_schema_minimal_validator_implementation_gate.md","docs/v12_005_prompt_schema_validator_implementation_authorization_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"553","docs/v12_005_prompt_schema_validator_implementation_authorization_gate.md","docs/archive/phases/v12/v12_005_prompt_schema_validator_implementation_authorization_gate.md","docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"554","docs/v12_006_prompt_schema_minimal_validator_implementation_gate.md","docs/archive/phases/v12/v12_006_prompt_schema_minimal_validator_implementation_gate.md","docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"555","docs/v12_007_prompt_schema_validator_static_review_and_syntax_gate.md","docs/archive/phases/v12/v12_007_prompt_schema_validator_static_review_and_syntax_gate.md","docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"556","docs/v12_008_prompt_schema_validator_fixture_execution_gate.md","docs/archive/phases/v12/v12_008_prompt_schema_validator_fixture_execution_gate.md","docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"557","docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","docs/archive/phases/v12/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","docs/v12_009_v12_prompt_schema_machine_validator_final_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"522","docs/v10_012_human_review_of_third_product_first_real_output.md","docs/archive/phases/v10/v10_012_human_review_of_third_product_first_real_output.md","docs/v13_004_existing_asset_loop_reconstruction_selection_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"524","docs/v10_014_third_product_accepted_candidate_evidence_package_gate.md","docs/archive/phases/v10/v10_014_third_product_accepted_candidate_evidence_package_gate.md","docs/v13_004_existing_asset_loop_reconstruction_selection_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"530","docs/v10_third_product_route_closeout_premium_serum_bottle.md","docs/archive/phases/v10/v10_third_product_route_closeout_premium_serum_bottle.md","docs/v13_004_existing_asset_loop_reconstruction_selection_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"710","docs/v9_delivery_readiness_layer_route_selection_gate.md","docs/archive/phases/v9/v9_delivery_readiness_layer_route_selection_gate.md","docs/v14_108_three_month_visual_control_layer_goal_alignment_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"599","docs/v7_119_corrected_fixture_dry_run_execution_closeout.yaml","docs/archive/phases/v7/v7_119_corrected_fixture_dry_run_execution_closeout.yaml","docs/v7_123_closeout_integrity_correction_implementation_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"599","docs/v7_119_corrected_fixture_dry_run_execution_closeout.yaml","docs/archive/phases/v7/v7_119_corrected_fixture_dry_run_execution_closeout.yaml","docs/v7_125_selected_docs_rescan_authorization_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"599","docs/v7_119_corrected_fixture_dry_run_execution_closeout.yaml","docs/archive/phases/v7/v7_119_corrected_fixture_dry_run_execution_closeout.yaml","docs/v7_126_selected_docs_rescan_execution_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"604","docs/v7_145_batch_002_correction_implementation_gate.md","docs/archive/phases/v7/v7_145_batch_002_correction_implementation_gate.md","docs/v7_153_batch_003_exact_finding_recovery.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"605","docs/v7_147_batch_002_rescan_authorization_gate.md","docs/archive/phases/v7/v7_147_batch_002_rescan_authorization_gate.md","docs/v7_153_batch_003_exact_finding_recovery.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"606","docs/v7_148_batch_002_rescan_execution_closeout.yaml","docs/archive/phases/v7/v7_148_batch_002_rescan_execution_closeout.yaml","docs/v7_153_batch_003_exact_finding_recovery.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"604","docs/v7_145_batch_002_correction_implementation_gate.md","docs/archive/phases/v7/v7_145_batch_002_correction_implementation_gate.md","docs/v7_156_batch_003_rescan_authorization_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"605","docs/v7_147_batch_002_rescan_authorization_gate.md","docs/archive/phases/v7/v7_147_batch_002_rescan_authorization_gate.md","docs/v7_156_batch_003_rescan_authorization_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"606","docs/v7_148_batch_002_rescan_execution_closeout.yaml","docs/archive/phases/v7/v7_148_batch_002_rescan_execution_closeout.yaml","docs/v7_156_batch_003_rescan_authorization_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"610","docs/v7_169_agent_board_and_validator_patch_gate_closeout.md","docs/archive/phases/v7/v7_169_agent_board_and_validator_patch_gate_closeout.md","docs/v7_169_agent_board_and_validator_patch_gate_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"611","docs/v7_169_agent_board_and_validator_patch_gate_closeout.yaml","docs/archive/phases/v7/v7_169_agent_board_and_validator_patch_gate_closeout.yaml","docs/v7_169_agent_board_and_validator_patch_gate_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"612","docs/v7_169_agent_board_and_validator_patch_gate.md","docs/archive/phases/v7/v7_169_agent_board_and_validator_patch_gate.md","docs/v7_169_agent_board_and_validator_patch_gate_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"613","docs/v7_169_agent_board_and_validator_patch_gate.yaml","docs/archive/phases/v7/v7_169_agent_board_and_validator_patch_gate.yaml","docs/v7_169_agent_board_and_validator_patch_gate_closeout.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"631","docs/v7_227_prompt_package_builder_taskbook_gate.md","docs/archive/phases/v7/v7_227_prompt_package_builder_taskbook_gate.md","docs/v7_226_image_workflow_product_return_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"632","docs/v7_228_product_image_prompt_package_template_instance_gate.md","docs/archive/phases/v7/v7_228_product_image_prompt_package_template_instance_gate.md","docs/v7_228_product_image_prompt_package_template_instance_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"633","docs/v7_229_prompt_package_human_review_checklist_gate.md","docs/archive/phases/v7/v7_229_prompt_package_human_review_checklist_gate.md","docs/v7_229_prompt_package_human_review_checklist_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"634","docs/v7_230_prompt_package_a5_authorization_handoff_gate.md","docs/archive/phases/v7/v7_230_prompt_package_a5_authorization_handoff_gate.md","docs/v7_230_prompt_package_a5_authorization_handoff_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"635","docs/v7_231_review_console_asset_status_taxonomy_gate.md","docs/archive/phases/v7/v7_231_review_console_asset_status_taxonomy_gate.md","docs/v7_231_review_console_asset_status_taxonomy_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"636","docs/v7_232_memory_suitability_decision_matrix_gate.md","docs/archive/phases/v7/v7_232_memory_suitability_decision_matrix_gate.md","docs/v7_232_memory_suitability_decision_matrix_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"631","docs/v7_227_prompt_package_builder_taskbook_gate.md","docs/archive/phases/v7/v7_227_prompt_package_builder_taskbook_gate.md","docs/v7_236_product_image_workflow_A5_readiness_review_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"641","docs/v7_237_product_image_generation_authorization_draft_gate.md","docs/archive/phases/v7/v7_237_product_image_generation_authorization_draft_gate.md","docs/v7_238_product_image_generation_authorization_draft_review_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"644","docs/v7_240_product_image_generation_plan_authorization_match_review_gate.md","docs/archive/phases/v7/v7_240_product_image_generation_plan_authorization_match_review_gate.md","docs/v7_240_product_image_generation_plan_authorization_match_review_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
"645","docs/v7_241_product_image_authorization_draft_plan_ref_alignment_gate.md","docs/archive/phases/v7/v7_241_product_image_authorization_draft_plan_ref_alignment_gate.md","docs/v7_241_product_image_authorization_draft_plan_ref_alignment_gate.md","non_archive_docs","1","agent_board_plus_docs","False","True","False","archive_target_missing_without_paired_exact_move_or_wrapper_plan"
